transaction_id,customer_id,amount,payment_method,transaction_status,failure_reason,retry_count,previous_success_rate,customer_value,checkout_duration,days_overdue,revenue_at_risk,recovered
TX02222,CUST1324,16562.82,NetBanking,Abandoned,Bank_Decline,1,0.88,High,527.7,11,16562.82,0
TX02223,CUST0783,30192.36,NetBanking,Success,Insufficient_Funds,2,0.26,Low,575.6,16,0.0,1
TX02224,CUST0043,16251.78,Card,Success,Insufficient_Funds,2,0.48,Low,164.5,20,0.0,1
TX02225,CUST0944,38889.31,Card,Abandoned,Network_Error,1,0.79,Low,189.1,10,38889.31,0
TX02226,CUST0343,3725.41,Card,Success,Timeout,2,0.72,Low,224.0,21,0.0,1
TX02227,CUST1350,33087.33,Card,Subscription_Failed,None,0,0.36,Medium,306.5,25,33087.33,0
TX02228,CUST0498,40497.9,Card,Success,Insufficient_Funds,3,0.48,Medium,412.7,6,0.0,1
TX02229,CUST0364,33707.02,UPI,Failed,Authentication_Failed,3,0.41,High,307.6,12,33707.02,0
TX02230,CUST0891,24962.01,UPI,Failed,Authentication_Failed,1,0.69,Low,571.1,9,24962.01,0
TX02231,CUST0427,47525.29,UPI,Failed,None,0,0.48,Low,68.9,9,47525.29,1
TX02232,CUST1005,15136.94,Card,Subscription_Failed,Timeout,1,0.45,Low,481.2,12,15136.94,0
TX02233,CUST0021,1154.56,Wallet,Failed,Timeout,1,0.37,Medium,207.3,22,1154.56,0
TX02234,CUST0407,21713.07,Card,Abandoned,Bank_Decline,2,0.53,High,232.8,18,21713.07,0
TX02235,CUST0619,1843.99,Card,Success,Bank_Decline,3,0.36,Low,428.2,29,0.0,1
TX02236,CUST1015,47706.05,UPI,Success,Bank_Decline,0,0.97,Low,558.3,22,0.0,1
TX02237,CUST0336,10653.92,Card,Failed,Timeout,2,0.32,Medium,432.6,16,10653.92,1
TX02238,CUST1141,39488.57,UPI,Failed,Insufficient_Funds,3,0.93,Medium,467.8,26,39488.57,0
TX02239,CUST1148,38773.69,Card,Overdue,Network_Error,3,0.54,Low,453.0,19,38773.69,0
TX02240,CUST0399,11042.9,NetBanking,Success,None,1,0.5,Medium,199.4,30,0.0,1
TX02241,CUST0793,31137.08,Wallet,Success,None,0,0.39,Low,456.6,6,0.0,1
TX02242,CUST0715,2594.33,Wallet,Failed,None,1,0.71,High,472.9,22,2594.33,0
TX02243,CUST0051,24282.01,UPI,Subscription_Failed,Bank_Decline,2,0.75,Low,324.7,3,24282.01,0
TX02244,CUST0324,929.43,NetBanking,Subscription_Failed,Network_Error,1,0.57,Low,326.7,16,929.43,1
TX02245,CUST0789,46072.97,Wallet,Success,Authentication_Failed,1,0.24,Low,458.2,30,0.0,1
TX02246,CUST0141,48809.08,UPI,Success,Timeout,3,0.93,Low,492.0,29,0.0,1
TX02247,CUST0470,11269.68,Card,Success,Authentication_Failed,3,0.98,Medium,208.9,30,0.0,1
TX02248,CUST0787,10563.68,Card,Success,Bank_Decline,2,0.54,Medium,482.9,23,0.0,1
TX02249,CUST1358,37735.26,NetBanking,Overdue,Insufficient_Funds,3,0.69,Low,490.4,3,37735.26,1
TX02250,CUST0964,12818.29,Wallet,Success,Bank_Decline,3,0.56,Medium,148.1,17,0.0,1
TX02251,CUST1008,44774.81,Card,Success,Network_Error,3,0.46,Low,433.0,19,0.0,1
TX02252,CUST0373,28781.67,UPI,Success,Bank_Decline,1,0.26,Low,120.1,7,0.0,1
TX02253,CUST0494,17668.73,Card,Success,None,0,0.56,High,64.9,7,0.0,1
TX02254,CUST0751,41668.15,Card,Abandoned,Insufficient_Funds,2,0.85,Medium,349.0,20,41668.15,0
TX02255,CUST1180,24771.65,Wallet,Success,Insufficient_Funds,1,0.21,Low,546.1,15,0.0,1
TX02256,CUST0291,45599.32,Wallet,Success,Timeout,2,0.67,Low,30.9,14,0.0,1
TX02257,CUST1168,46415.11,UPI,Overdue,Timeout,1,0.9,Medium,497.6,17,46415.11,0
TX02258,CUST0106,8437.92,NetBanking,Success,None,2,0.37,Low,308.8,22,0.0,1
TX02259,CUST1444,315.71,NetBanking,Abandoned,Insufficient_Funds,3,0.35,Medium,517.9,18,315.71,0
TX02260,CUST0670,49199.76,Card,Success,None,2,0.82,Medium,507.7,5,0.0,1
TX02261,CUST0002,45325.65,UPI,Failed,Insufficient_Funds,0,0.4,Low,526.4,8,45325.65,1
TX02262,CUST0589,2961.17,NetBanking,Success,Network_Error,2,0.35,Low,463.6,28,0.0,1
TX02263,CUST0644,41685.11,NetBanking,Success,Bank_Decline,0,0.5,Medium,507.4,15,0.0,1
TX02264,CUST0090,22998.69,Card,Success,Timeout,2,0.51,Low,113.9,20,0.0,1
TX02265,CUST1369,13096.29,UPI,Success,Network_Error,3,0.9,Low,189.3,8,0.0,1
TX02266,CUST0350,43961.58,NetBanking,Success,Bank_Decline,2,0.69,Medium,153.1,19,0.0,1
TX02267,CUST1483,9994.03,Wallet,Success,Timeout,1,0.52,Medium,448.0,24,0.0,1
TX02268,CUST1287,47375.54,Wallet,Failed,None,3,0.63,Low,100.6,16,47375.54,0
TX02269,CUST1375,10439.95,Card,Subscription_Failed,Network_Error,3,0.96,High,117.5,3,10439.95,1
TX02270,CUST1132,30761.42,Card,Success,Authentication_Failed,1,0.29,Medium,528.6,14,0.0,1
TX02271,CUST1063,11309.7,Card,Success,Authentication_Failed,3,0.37,Low,426.5,10,0.0,1
TX02272,CUST0909,27374.3,Card,Subscription_Failed,Timeout,3,0.97,Low,526.5,13,27374.3,1
TX02273,CUST0159,34261.96,NetBanking,Failed,Network_Error,1,0.97,Medium,92.2,16,34261.96,1
TX02274,CUST0959,9673.35,UPI,Success,Bank_Decline,3,0.34,Low,245.4,27,0.0,1
TX02275,CUST0312,26140.11,Card,Success,Bank_Decline,3,0.32,Low,177.1,12,0.0,1
TX02276,CUST1265,23559.18,Card,Success,Network_Error,3,0.54,Medium,15.7,8,0.0,1
TX02277,CUST0445,3737.66,NetBanking,Success,Authentication_Failed,3,0.24,Medium,177.9,23,0.0,1
TX02278,CUST0298,40951.73,Card,Overdue,Network_Error,2,0.72,Medium,234.0,15,40951.73,0
TX02279,CUST0952,16916.98,Card,Abandoned,Authentication_Failed,3,0.26,Medium,64.4,7,16916.98,0
TX02280,CUST0036,28814.19,UPI,Failed,Authentication_Failed,3,0.25,Low,344.2,13,28814.19,1
TX02281,CUST1108,25836.25,Wallet,Success,None,3,0.59,Low,236.1,14,0.0,1
TX02282,CUST1476,25760.37,Card,Success,None,2,0.97,Medium,37.4,6,0.0,1
TX02283,CUST1409,5539.68,NetBanking,Subscription_Failed,Bank_Decline,0,0.54,Medium,425.3,24,5539.68,0
TX02284,CUST1196,21289.4,UPI,Success,Timeout,3,0.49,Medium,440.3,30,0.0,1
TX02285,CUST1400,22727.86,NetBanking,Success,Insufficient_Funds,0,1.0,Low,502.3,26,0.0,1
TX02286,CUST1386,36735.41,UPI,Success,Network_Error,0,0.63,High,296.5,10,0.0,1
TX02287,CUST0559,42032.94,UPI,Failed,Authentication_Failed,1,0.5,Low,581.5,28,42032.94,0
TX02288,CUST0891,27340.12,Card,Success,Network_Error,1,0.51,Low,549.3,2,0.0,1
TX02289,CUST0141,4521.79,Card,Success,Timeout,0,0.36,Low,335.3,6,0.0,1
TX02290,CUST0887,11995.1,Card,Subscription_Failed,Timeout,2,0.61,Low,272.5,21,11995.1,0
TX02291,CUST1142,8413.71,Wallet,Failed,Insufficient_Funds,3,0.55,Medium,11.8,4,8413.71,0
TX02292,CUST1301,6405.83,Wallet,Success,Insufficient_Funds,3,0.42,Low,429.5,30,0.0,1
TX02293,CUST0726,18421.79,NetBanking,Failed,Authentication_Failed,3,0.33,Low,343.3,8,18421.79,0
TX02294,CUST1244,11623.8,Card,Success,None,1,0.45,Low,563.2,19,0.0,1
TX02295,CUST1050,11071.49,Wallet,Success,Insufficient_Funds,1,0.61,Medium,360.6,18,0.0,1
TX02296,CUST0521,2923.72,Card,Failed,None,3,0.25,High,595.8,12,2923.72,0
TX02297,CUST0010,1079.97,Wallet,Success,None,0,0.32,Medium,513.8,26,0.0,1
TX02298,CUST0984,5317.86,Wallet,Success,Authentication_Failed,1,0.96,Low,572.6,18,0.0,1
TX02299,CUST0378,8775.43,UPI,Abandoned,Bank_Decline,3,0.63,Medium,203.3,15,8775.43,0
TX02300,CUST0682,21662.99,Card,Overdue,None,0,0.25,Low,98.1,1,21662.99,0
TX02301,CUST0584,25623.91,Card,Success,Authentication_Failed,3,0.75,Low,480.2,0,0.0,1
TX02302,CUST0152,7201.48,Wallet,Success,Insufficient_Funds,1,0.25,Medium,473.9,2,0.0,1
TX02303,CUST0720,21354.21,Card,Success,Network_Error,2,0.79,Low,134.8,23,0.0,1
TX02304,CUST1073,17219.09,Wallet,Success,Insufficient_Funds,2,0.8,Low,461.2,11,0.0,1
TX02305,CUST1178,9334.5,Card,Success,Timeout,1,0.72,Low,353.4,5,0.0,1
TX02306,CUST0859,540.67,UPI,Success,Insufficient_Funds,0,0.79,Low,74.6,1,0.0,1
TX02307,CUST1317,23457.49,Card,Failed,Bank_Decline,3,0.27,Low,306.1,23,23457.49,0
TX02308,CUST0050,34345.46,UPI,Success,Authentication_Failed,1,0.78,Low,559.4,15,0.0,1
TX02309,CUST0664,11468.61,NetBanking,Success,None,0,0.31,Low,308.8,28,0.0,1
TX02310,CUST0531,6763.98,Card,Success,Timeout,3,0.47,High,475.3,4,0.0,1
TX02311,CUST1084,44374.73,Card,Success,Authentication_Failed,3,0.95,Medium,27.1,11,0.0,1
TX02312,CUST1191,13896.23,Card,Overdue,Authentication_Failed,1,0.6,Medium,439.6,3,13896.23,0
TX02313,CUST1226,11335.91,UPI,Success,None,3,0.97,Medium,568.6,13,0.0,1
TX02314,CUST0857,42883.43,Card,Subscription_Failed,Insufficient_Funds,2,0.27,Medium,304.7,16,42883.43,0
TX02315,CUST0146,40891.93,Card,Subscription_Failed,Network_Error,2,0.58,Low,209.2,11,40891.93,0
TX02316,CUST0915,22527.65,Wallet,Subscription_Failed,Timeout,3,0.25,Low,391.5,12,22527.65,0
TX02317,CUST0993,24564.1,NetBanking,Success,None,1,0.7,Medium,550.6,16,0.0,1
TX02318,CUST1463,11043.89,UPI,Overdue,Bank_Decline,3,0.26,Low,114.3,19,11043.89,0
TX02319,CUST0242,4099.42,Wallet,Success,Bank_Decline,1,0.34,Low,248.2,27,0.0,1
TX02320,CUST0581,28756.9,UPI,Success,Network_Error,1,0.41,Low,102.2,14,0.0,1
TX02321,CUST0687,5097.58,Wallet,Success,Network_Error,2,0.8,Medium,303.0,28,0.0,1
TX02322,CUST0483,22573.87,NetBanking,Success,Insufficient_Funds,2,0.33,High,328.8,8,0.0,1
TX02323,CUST1132,47036.76,Wallet,Success,Bank_Decline,0,0.88,Low,567.1,25,0.0,1
TX02324,CUST1250,47651.15,UPI,Success,Timeout,1,0.31,Medium,253.4,9,0.0,1
TX02325,CUST0673,12118.75,Card,Success,None,3,0.23,High,344.5,5,0.0,1
TX02326,CUST0631,31280.85,Card,Failed,Network_Error,1,0.52,Low,532.3,16,31280.85,0
TX02327,CUST0661,23809.0,NetBanking,Success,Network_Error,2,0.98,Low,199.6,11,0.0,1
TX02328,CUST0662,43809.12,UPI,Success,Network_Error,1,0.29,Low,407.8,23,0.0,1
TX02329,CUST1456,13717.26,UPI,Overdue,None,0,0.28,High,456.7,27,13717.26,0
TX02330,CUST0805,384.38,UPI,Success,Timeout,3,0.8,Low,205.0,8,0.0,1
TX02331,CUST0419,8295.55,NetBanking,Failed,Bank_Decline,1,0.45,Low,107.0,1,8295.55,0
TX02332,CUST0988,17606.24,Card,Overdue,Timeout,3,0.77,Low,306.7,15,17606.24,0
TX02333,CUST1479,15922.91,Wallet,Success,None,3,0.36,Medium,220.5,15,0.0,1
TX02334,CUST1184,39609.87,NetBanking,Success,Timeout,2,0.57,High,167.2,21,0.0,1
TX02335,CUST0650,34091.92,Wallet,Subscription_Failed,Insufficient_Funds,1,0.41,Low,584.3,30,34091.92,0
TX02336,CUST0969,15117.9,Card,Overdue,None,3,0.56,High,306.3,22,15117.9,0
TX02337,CUST0590,22995.64,NetBanking,Failed,Network_Error,2,0.82,Low,515.3,26,22995.64,1
TX02338,CUST1101,4958.84,Card,Success,Bank_Decline,0,0.81,Low,125.2,28,0.0,1
TX02339,CUST0509,44927.69,Wallet,Subscription_Failed,Insufficient_Funds,0,0.61,High,564.3,0,44927.69,0
TX02340,CUST0441,46784.16,UPI,Success,Insufficient_Funds,1,0.94,Medium,478.7,29,0.0,1
TX02341,CUST1278,48994.22,UPI,Success,None,3,0.41,Low,487.1,26,0.0,1
TX02342,CUST0921,43453.93,Wallet,Success,Authentication_Failed,1,0.39,Low,240.0,20,0.0,1
TX02343,CUST0770,8863.25,UPI,Success,Network_Error,3,0.69,Medium,296.5,26,0.0,1
TX02344,CUST1344,2500.58,Wallet,Abandoned,Bank_Decline,2,0.7,Medium,360.1,10,2500.58,0
TX02345,CUST0263,29063.92,NetBanking,Abandoned,Bank_Decline,0,0.24,High,476.0,20,29063.92,0
TX02346,CUST1398,45647.73,NetBanking,Failed,Bank_Decline,0,0.69,Medium,510.9,2,45647.73,0
TX02347,CUST0637,9032.1,NetBanking,Success,None,0,0.5,High,56.0,1,0.0,1
TX02348,CUST1191,550.74,UPI,Failed,Network_Error,0,0.8,Medium,543.4,13,550.74,0
TX02349,CUST0459,40313.7,Card,Abandoned,None,1,0.85,Medium,563.1,0,40313.7,1
TX02350,CUST0999,4024.43,UPI,Success,Bank_Decline,3,0.64,Medium,359.8,30,0.0,1
TX02351,CUST1304,20802.56,UPI,Overdue,Timeout,1,0.2,Low,120.2,5,20802.56,0
TX02352,CUST0700,34008.59,Card,Abandoned,Timeout,2,0.71,Low,492.9,6,34008.59,0
TX02353,CUST0302,11992.52,Card,Failed,Network_Error,0,0.8,Low,333.7,1,11992.52,0
TX02354,CUST1242,4381.34,Card,Success,Bank_Decline,3,0.4,Medium,492.1,1,0.0,1
TX02355,CUST1126,38547.06,Card,Failed,None,1,0.57,Low,490.7,14,38547.06,0
TX02356,CUST0554,31582.72,UPI,Subscription_Failed,Authentication_Failed,3,0.97,Low,61.2,20,31582.72,0
TX02357,CUST0288,49426.83,Wallet,Success,Authentication_Failed,1,0.44,Low,368.1,4,0.0,1
TX02358,CUST1191,17346.54,NetBanking,Subscription_Failed,Authentication_Failed,3,0.38,Low,295.1,12,17346.54,0
TX02359,CUST0621,3275.77,Wallet,Success,Timeout,3,0.37,Medium,568.2,18,0.0,1
TX02360,CUST1006,36770.63,UPI,Failed,None,0,0.65,Low,185.0,18,36770.63,0
TX02361,CUST0036,26182.32,Card,Failed,Authentication_Failed,1,0.96,Low,131.5,14,26182.32,0
TX02362,CUST0744,10817.56,NetBanking,Failed,Bank_Decline,2,0.69,Medium,539.3,0,10817.56,1
TX02363,CUST0353,39130.1,NetBanking,Subscription_Failed,Bank_Decline,3,0.44,Medium,97.7,2,39130.1,0
TX02364,CUST0073,10347.02,Wallet,Success,Authentication_Failed,2,0.71,Low,415.0,24,0.0,1
TX02365,CUST0648,13180.95,UPI,Success,Insufficient_Funds,0,0.7,Low,187.0,17,0.0,1
TX02366,CUST1377,4807.92,UPI,Failed,Authentication_Failed,2,0.68,High,345.0,16,4807.92,0
TX02367,CUST1094,20091.73,UPI,Success,Insufficient_Funds,3,0.33,Low,373.6,24,0.0,1
TX02368,CUST0425,21062.68,NetBanking,Success,Network_Error,3,0.71,High,256.2,20,0.0,1
TX02369,CUST0999,25825.18,Wallet,Success,Network_Error,3,0.54,Low,585.2,7,0.0,1
TX02370,CUST0708,35506.42,NetBanking,Success,Bank_Decline,1,0.21,Low,87.8,10,0.0,1
TX02371,CUST0561,45323.83,NetBanking,Failed,None,2,0.63,Low,240.9,19,45323.83,0
TX02372,CUST0828,7059.16,Card,Abandoned,Timeout,1,0.99,Low,263.9,7,7059.16,0
TX02373,CUST0956,2906.54,Wallet,Success,None,3,0.48,High,382.3,27,0.0,1
TX02374,CUST0517,1122.86,Card,Success,Bank_Decline,3,0.97,High,250.3,20,0.0,1
TX02375,CUST0428,7352.34,UPI,Success,Bank_Decline,0,0.28,High,67.3,5,0.0,1
TX02376,CUST0160,32965.88,NetBanking,Success,None,0,0.79,High,569.0,5,0.0,1
TX02377,CUST0149,36428.36,Wallet,Success,Timeout,3,0.29,Medium,255.5,5,0.0,1
TX02378,CUST0776,39367.98,UPI,Success,Bank_Decline,1,0.42,Medium,212.2,1,0.0,1
TX02379,CUST1254,12336.67,Wallet,Abandoned,Timeout,1,0.66,Medium,273.6,9,12336.67,0
TX02380,CUST0067,15433.56,NetBanking,Failed,Bank_Decline,3,0.67,Low,137.8,9,15433.56,0
TX02381,CUST1014,24260.11,Wallet,Success,Network_Error,2,0.82,Low,69.1,8,0.0,1
TX02382,CUST0381,3346.52,UPI,Failed,Insufficient_Funds,1,0.69,Medium,97.7,22,3346.52,1
TX02383,CUST0058,30634.85,Card,Subscription_Failed,Bank_Decline,3,0.67,High,108.3,2,30634.85,1
TX02384,CUST1283,49190.0,NetBanking,Success,Insufficient_Funds,0,0.93,Medium,126.6,1,0.0,1
TX02385,CUST0342,18168.15,Card,Success,Authentication_Failed,3,0.56,Medium,257.8,3,0.0,1
TX02386,CUST1154,37691.8,NetBanking,Failed,Bank_Decline,1,0.38,Low,378.1,7,37691.8,0
TX02387,CUST0727,25101.69,UPI,Success,Network_Error,3,0.33,Medium,381.0,8,0.0,1
TX02388,CUST1196,6565.03,NetBanking,Failed,Timeout,2,0.52,High,10.1,25,6565.03,1
TX02389,CUST0770,29195.42,Card,Subscription_Failed,Network_Error,2,0.77,Low,553.4,1,29195.42,0
TX02390,CUST0614,15133.74,NetBanking,Success,Insufficient_Funds,1,0.23,High,495.5,15,0.0,1
TX02391,CUST1233,1913.28,UPI,Failed,Timeout,3,0.3,Medium,578.7,29,1913.28,0
TX02392,CUST0354,31819.5,NetBanking,Failed,Network_Error,2,0.28,Medium,222.4,5,31819.5,0
TX02393,CUST1495,42974.83,Card,Success,Network_Error,2,0.67,High,402.2,7,0.0,1
TX02394,CUST0116,17369.53,UPI,Success,Network_Error,0,0.39,Low,109.1,2,0.0,1
TX02395,CUST1288,19636.72,Card,Subscription_Failed,None,1,0.33,Low,492.0,10,19636.72,0
TX02396,CUST0662,44572.88,NetBanking,Overdue,Timeout,0,0.67,Medium,105.2,24,44572.88,1
TX02397,CUST1466,40717.72,Wallet,Abandoned,Network_Error,0,0.81,Low,202.3,19,40717.72,1
TX02398,CUST0453,35804.65,Card,Subscription_Failed,Network_Error,2,0.47,Low,299.6,4,35804.65,0
TX02399,CUST0287,12590.09,NetBanking,Success,Insufficient_Funds,3,0.66,Low,360.8,29,0.0,1
TX02400,CUST1327,45528.79,Wallet,Success,Network_Error,0,0.28,High,340.2,11,0.0,1
TX02401,CUST1017,7889.9,Wallet,Success,Network_Error,1,0.95,Low,70.2,22,0.0,1
TX02402,CUST0311,31413.17,UPI,Success,Authentication_Failed,1,0.47,Low,258.8,29,0.0,1
TX02403,CUST0208,1634.3,Wallet,Abandoned,Timeout,3,1.0,High,554.5,26,1634.3,1
TX02404,CUST0618,32257.25,Card,Overdue,Authentication_Failed,1,0.98,High,524.7,10,32257.25,1
TX02405,CUST0446,14001.79,Card,Abandoned,None,0,0.82,Medium,358.6,4,14001.79,0
TX02406,CUST0670,22593.91,Wallet,Failed,Insufficient_Funds,3,0.22,Medium,347.7,19,22593.91,0
TX02407,CUST0633,17394.17,NetBanking,Success,Authentication_Failed,1,0.63,Low,75.9,19,0.0,1
TX02408,CUST0055,8803.29,Card,Success,None,1,0.27,Low,128.2,20,0.0,1
TX02409,CUST0912,31174.64,Card,Success,Bank_Decline,0,0.92,Low,159.1,2,0.0,1
TX02410,CUST1036,44122.38,UPI,Failed,Timeout,0,0.83,Medium,298.0,8,44122.38,1
TX02411,CUST0657,47962.4,NetBanking,Success,Network_Error,0,0.98,Low,441.5,27,0.0,1
TX02412,CUST1424,9778.85,Wallet,Overdue,Authentication_Failed,0,0.69,Medium,281.8,17,9778.85,1
TX02413,CUST0980,35925.16,NetBanking,Subscription_Failed,Authentication_Failed,3,0.62,Low,84.4,11,35925.16,1
TX02414,CUST0515,33284.1,UPI,Success,Network_Error,3,0.62,Low,269.2,22,0.0,1
TX02415,CUST0237,17300.21,UPI,Success,Network_Error,3,0.51,Medium,106.0,3,0.0,1
TX02416,CUST1303,1151.14,NetBanking,Failed,Insufficient_Funds,2,0.57,Medium,453.2,23,1151.14,0
TX02417,CUST0348,34551.6,UPI,Success,Authentication_Failed,0,0.71,Low,108.2,6,0.0,1
TX02418,CUST0627,47285.64,UPI,Abandoned,Authentication_Failed,0,0.95,Low,294.7,23,47285.64,0
TX02419,CUST1128,31679.58,UPI,Failed,Bank_Decline,3,0.68,Low,419.1,19,31679.58,0
TX02420,CUST0630,21877.58,NetBanking,Success,None,1,0.89,Low,144.6,10,0.0,1
TX02421,CUST1272,26352.66,UPI,Success,Bank_Decline,1,0.89,Medium,54.9,1,0.0,1
TX02422,CUST0364,10141.51,Wallet,Success,Authentication_Failed,0,0.62,Low,342.3,22,0.0,1
TX02423,CUST0321,37577.1,Wallet,Subscription_Failed,Bank_Decline,0,0.48,Low,42.0,11,37577.1,0
TX02424,CUST0286,37371.71,Card,Success,Authentication_Failed,3,0.71,High,356.8,8,0.0,1
TX02425,CUST0149,7446.76,Wallet,Subscription_Failed,Timeout,0,0.56,Medium,454.6,5,7446.76,1
TX02426,CUST1108,43923.32,Card,Failed,Insufficient_Funds,1,0.27,Low,204.3,6,43923.32,1
TX02427,CUST0406,13605.65,NetBanking,Abandoned,Bank_Decline,1,0.5,Low,298.1,5,13605.65,0
TX02428,CUST0978,49116.35,UPI,Success,Authentication_Failed,0,1.0,Low,558.0,17,0.0,1
TX02429,CUST0456,19268.57,Wallet,Failed,Bank_Decline,3,0.24,Low,288.0,12,19268.57,0
TX02430,CUST0800,9058.63,Card,Failed,None,3,0.76,Medium,598.0,8,9058.63,0
TX02431,CUST1185,17715.66,NetBanking,Success,Insufficient_Funds,1,0.87,Medium,102.6,20,0.0,1
TX02432,CUST1013,22120.98,Card,Abandoned,Timeout,3,0.72,Low,428.3,27,22120.98,0
TX02433,CUST0784,3651.53,UPI,Failed,Network_Error,1,0.66,Medium,395.0,30,3651.53,1
TX02434,CUST0460,28995.28,Wallet,Subscription_Failed,Network_Error,0,0.77,Low,524.7,18,28995.28,0
TX02435,CUST0738,29962.1,NetBanking,Success,Bank_Decline,1,0.54,Low,64.5,3,0.0,1
TX02436,CUST0509,36998.74,Card,Abandoned,Authentication_Failed,0,0.27,Medium,175.3,3,36998.74,1
TX02437,CUST0481,1652.66,NetBanking,Success,None,3,0.97,Low,88.0,12,0.0,1
TX02438,CUST0114,27153.66,Card,Abandoned,Insufficient_Funds,2,0.55,Low,560.5,27,27153.66,0
TX02439,CUST0749,2834.79,Card,Overdue,Timeout,2,0.73,High,261.7,24,2834.79,1
TX02440,CUST0361,35116.98,UPI,Success,Timeout,2,0.63,Low,546.9,10,0.0,1
TX02441,CUST0341,2975.25,UPI,Success,Timeout,1,0.24,Low,183.7,20,0.0,1
TX02442,CUST0770,45604.05,Card,Failed,Network_Error,2,0.96,Medium,84.6,1,45604.05,1
TX02443,CUST0761,35163.71,Wallet,Success,Insufficient_Funds,1,0.83,Medium,185.0,5,0.0,1
TX02444,CUST0969,25468.01,NetBanking,Success,Network_Error,3,0.32,Medium,362.3,11,0.0,1
TX02445,CUST0449,22186.9,NetBanking,Success,Bank_Decline,0,0.99,Low,508.7,29,0.0,1
TX02446,CUST0835,6707.5,UPI,Subscription_Failed,Timeout,2,0.79,Low,237.4,22,6707.5,0
TX02447,CUST1204,14691.77,Wallet,Subscription_Failed,Insufficient_Funds,1,0.58,Low,549.7,7,14691.77,0
TX02448,CUST1431,43474.16,Card,Failed,Timeout,3,0.69,Medium,154.1,4,43474.16,1
TX02449,CUST1220,45241.75,UPI,Failed,Network_Error,3,0.29,Low,419.2,23,45241.75,0
TX02450,CUST1490,237.24,Card,Abandoned,Network_Error,2,0.65,Medium,444.1,23,237.24,1
TX02451,CUST0311,29787.99,Card,Success,Network_Error,3,0.26,Low,171.6,29,0.0,1
TX02452,CUST0262,36021.17,UPI,Success,Timeout,3,0.64,Low,25.9,19,0.0,1
TX02453,CUST1443,31013.6,Wallet,Failed,Insufficient_Funds,3,0.64,Low,225.5,22,31013.6,0
TX02454,CUST0406,4267.65,NetBanking,Overdue,Insufficient_Funds,1,0.9,High,36.7,27,4267.65,0
TX02455,CUST0143,11042.7,UPI,Failed,Bank_Decline,3,0.78,High,541.4,28,11042.7,0
TX02456,CUST0342,12666.95,Wallet,Failed,Timeout,3,0.4,High,572.6,8,12666.95,0
TX02457,CUST1340,41619.89,Card,Abandoned,Bank_Decline,3,0.91,Low,443.9,25,41619.89,1
TX02458,CUST1125,23267.33,UPI,Success,None,3,0.66,Low,438.7,3,0.0,1
TX02459,CUST0244,24444.04,NetBanking,Abandoned,Bank_Decline,3,0.69,Low,152.1,8,24444.04,0
TX02460,CUST0490,46757.67,NetBanking,Success,Bank_Decline,1,0.34,Medium,53.6,11,0.0,1
TX02461,CUST0012,31926.88,Card,Success,Bank_Decline,3,0.89,Low,483.2,3,0.0,1
TX02462,CUST1263,44953.65,UPI,Failed,Network_Error,3,0.94,Low,339.9,16,44953.65,0
TX02463,CUST0561,22934.14,NetBanking,Failed,None,0,0.82,Low,412.2,19,22934.14,1
TX02464,CUST0042,7641.93,UPI,Success,Bank_Decline,3,0.95,Low,470.0,1,0.0,1
TX02465,CUST0678,46510.79,NetBanking,Failed,Insufficient_Funds,3,0.44,Low,251.6,21,46510.79,0
TX02466,CUST0594,23043.51,Card,Failed,Bank_Decline,1,0.89,Low,95.3,12,23043.51,0
TX02467,CUST1453,9245.24,Card,Abandoned,Network_Error,3,0.59,Low,479.1,30,9245.24,0
TX02468,CUST1182,15259.31,UPI,Subscription_Failed,Authentication_Failed,1,0.33,Low,277.7,14,15259.31,0
TX02469,CUST1240,2729.97,Wallet,Success,None,2,0.74,Medium,497.9,7,0.0,1
TX02470,CUST1486,23521.37,Wallet,Overdue,Authentication_Failed,3,0.75,Medium,268.2,5,23521.37,0
TX02471,CUST0134,42685.78,Card,Failed,Authentication_Failed,0,0.43,Low,138.0,8,42685.78,0
TX02472,CUST1091,46692.31,NetBanking,Abandoned,None,1,0.22,Medium,110.9,21,46692.31,0
TX02473,CUST1031,46643.59,Wallet,Failed,Timeout,2,0.36,Low,448.9,10,46643.59,0
TX02474,CUST0948,6436.46,Card,Success,Insufficient_Funds,0,0.52,Low,349.2,22,0.0,1
TX02475,CUST0073,19226.28,NetBanking,Success,Network_Error,1,0.33,Medium,248.7,11,0.0,1
TX02476,CUST0399,1605.79,NetBanking,Failed,None,2,0.36,High,300.3,20,1605.79,0
TX02477,CUST1429,42787.23,Wallet,Success,Authentication_Failed,0,0.51,Medium,334.3,23,0.0,1
TX02478,CUST0578,18066.04,Card,Failed,Network_Error,3,0.97,Low,151.3,1,18066.04,0
TX02479,CUST0859,31629.63,NetBanking,Success,Network_Error,0,0.81,Medium,233.1,1,0.0,1
TX02480,CUST0130,35801.94,NetBanking,Success,Timeout,0,0.46,Low,182.5,10,0.0,1
TX02481,CUST0931,21606.26,UPI,Success,Authentication_Failed,0,0.96,Low,239.2,7,0.0,1
TX02482,CUST1490,15460.83,UPI,Abandoned,Bank_Decline,1,0.72,Low,305.3,5,15460.83,0
TX02483,CUST1230,48118.2,Wallet,Success,Network_Error,3,0.56,Medium,112.3,17,0.0,1
TX02484,CUST0266,48231.51,UPI,Failed,Authentication_Failed,3,0.57,Low,242.2,21,48231.51,0
